Feature Name,Honorees,City,County,State,Side,Symbol Type,Symbol Category,Sponsors,Year Dedicated,Year Removed,Tracking Status,,
General Lee Drive,Robert E. Lee,Sappington,St. Louis,MO,Border,Highway / Roadway,Roads,Uknown,,,Live,,
Lee Avenue,Robert E. Lee,St. Louis,St. Louis City,MO,Border,Highway / Roadway,Roads,Uknown,,,Live,,
Francis Marion Cockrell Monument,Francis Marion Cockrell,Warrensburg,Johnson,MO,Border,Monument,Monument,Sons of Confederate Veterans,1989,,Live,,
General Joe Shelby Park,Joseph Shelby,Waverly,Lafayette,MO,Border,Park,Parks/Trails,Uknown,2009,,Live,,
Confederate Flag,No specific honoree,Cairo,Grady,GA,South,Flag,Courthouse Grounds,Uknown,,,Live,,
Confederate Soldier Monument,No specific honoree,Cairo,Grady,GA,South,Monument,Courthouse Grounds,Uknown,,,Live,,
Confederate Memorial Arch,No specific honoree,Canton,Cherokee,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1923,,Live,,
Franklin County Confederate Monument,No specific honoree,Carnesville,Franklin,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Live,,
Confederate Monument,No specific honoree,Carrollton,Carroll,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Live,,
Bartow County,Francis S. Bartow,Cartersville,Bartow,GA,South,County/Municipality,County/Municipality,Uknown,1861,,Live,,
Bartow County Confederate Monument,No specific honoree,Cartersville,Bartow,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,,Live,,
Polk County Confederate Monument,No specific honoree,Cedartown,Polk,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1906,,Live,,
Murray County Confederate Monument,No specific honoree,Chatsworth,Murray,GA,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,,,Live,,
Confederate Flag,No specific honoree,Clayton,Rabun,GA,South,Flag,Courthouse Grounds,Uknown,,,Live,,
Robert E. Lee Drive,Robert E. Lee,Kinston,Lenoir,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Memorial,No specific honoree,Kure Beach,New Hanover,NC,South,Monument,Monument,New Hanover County Historical Commission,1932,,Live,,
Confederate Soldiers Monument,No specific honoree,Kure Beach,New Hanover,NC,South,Monument,Monument,United Daughters of the Confederacy,1932,,Live,,
Confederate Soldiers Monument,No specific honoree,Laurinburg,Scotland,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1912,,Live,,
Confederate Soldiers Monument,No specific honoree,Lenoir,Caldwell,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Live,,
Confederate Soldiers Monument,No specific honoree,Lexington,Davidson,NC,South,Monument,Monument,United Daughters of the Confederacy,1905,,Live,,
Confederate Street,No specific honoree,Lexington,Davidson,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Hampton Street,Wade Hampton,Lexington,Davidson,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Lee Street,Robert E. Lee,Lexington,Davidson,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Wilkesboro,Wilkes,NC,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,1998,,Live,,
Archer Drive,James J. Archer,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Beauregard Drive,Pierre Gustave Toutant-Beauregard,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Bedford Forest Drive,Nathan Bedford Forrest,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Bragg Drive,Braxton Bragg,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Breckenridge Drive,John C. Breckinridge,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Buckner Drive,Simon Bolivar Buckner,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Chalmers Drive,James Ronald Chalmers,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,James Ronald Chalmers,Wilmington,New Hanover,NC,South,Monument,Monument,United Daughters of the Confederacy,1932,,Live,,
Confederate Soldiers Monument,No specific honoree,Wilmington,New Hanover,NC,South,Monument,Monument,Ladies Memorial Association,1872,,Live,,
Jeb Stuart Avenue,James Ewell Brown Jeb Stuart,Timmonsville,Florence,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Johnston Avenue,Joseph Eggleston Johnston,Timmonsville,Florence,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E Lee Avenue,Robert E. Lee,Timmonsville,Florence,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Drive,Thomas Jonathan Stonewall Jackson,Timmonsville,Florence,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Thomas S. Jackson Road,Thomas Jonathan Stonewall Jackson,Trenton,Edgefield,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Bonham Station Road,Milledge Luke Bonham,Union,Union,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
General Lee Drive,Robert E. Lee,Union,Union,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Union County Confederate Memorial,No specific honoree,Union,Union,SC,South,Monument,Courthouse Grounds,Uknown,1907,,Live,,
Stonewall Jackson Road,Thomas Jonathan Stonewall Jackson,Wagener,Aiken,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Walhalla,Oconee,SC,South,Monument,Monument,Oconee Southern Heritage Group,2002,,Live,,
Iowa's Confederate General,No specific honoree,Bentonsport,Van Buren,IA,North,Monument,Monument,Sons of Confederate Veterans; Military Order of the Stars and Bars; Douds Stone, Inc.,2007,,Live,
General Robert Hoke Monument,Robert Hoke,Kinston,Lenoir,NC,South,Monument,Monument,United Daughters of the Confederacy; Sons of Confederate Veterans; North Carolina Historical Commission,1920,,Live,,
Confederate Monument,No specific honoree,Front Royal,Warren,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy; United Confederate Veterans; Sons of Confederate Veterans,1911,,Live,,
Monument to Confederate Soldiers,No specific honoree,Little Rock,Pulaski,AR,South,Monument,Government Office Grounds,United Daughters of the Confederacy; United Confederate Veterans; Sons of Confederate Veterans,1905,,Live,,
Confederate Monument,No specific honoree,Yazoo City,Yazoo,MS,South,Monument,Monument,United Daughters of the Confederacy; United Confederate Veterans; Sons of Confederate Veterans,1909,,Live,,
Confederate Monument,No specific honoree,Covington,Tipton,TN,South,Monument,Courthouse Grounds,Tipton County TN; Sons of Confederate Veterans; Citizens of Covington,1895,,Live,,
Dick Dowling Monument,Richard W. Dowling,Houston,Harris,TX,South,Monument,Monument,United Confederate Veterans; the Emmett Council; Ancient Order of Hibernians Nos. 1,2 and 3,1905,,Live,
Lee Oak (Tree),Robert E. Lee,Charlottesville,Albemarle,VA,South,Other,Monument,Lee-Jackson Foundation,1970,,Live,,
Robert Edward Lee Sculpture,Robert E. Lee,Charlottesville,Albemarle,VA,South,Monument,Monument,Paul Goodloe McIntire,1924,,Live,,
Stonewall Jackson Statue,Thomas Jonathan Stonewall Jackson,Charlottesville,Albemarle,VA,South,Monument,Monument,Paul Goodloe McIntire,1921,,Live,,
Confederate Dead Monument,No specific honoree,Chatham,Pittsylvania,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1899,,Live,,
Confederate Monument,No specific honoree,Chesterfield,Chesterfield,VA,South,Monument,Courthouse Grounds,Uknown,1903,,Live,,
Montgomery County Confederate Monument,No specific honoree,Christiansburg,Montgomery,VA,South,Monument,Monument,Montgomery County Ladies’ Memorial Association,1883,,Live,,
Stonewall Elementary School,Thomas Jonathan Stonewall Jackson,Clear Brook,Frederick,VA,South,School,Schools,Uknown,1997,,Live,,
Confederate Monument,No specific honoree,Courtland,Southampton,VA,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,1902,,Live,,
Confederate Street,No specific honoree,Hemphill,Sabine,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Street,Thomas Jonathan Stonewall Jackson,Hemphill,Sabine,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Primary Elementary School,Robert E. Lee,Satsuma,Mobile,AL,South,School,Schools,Uknown,,,Live,,
Confederate Arsenal Monument,No specific honoree,Selma,Dallas,AL,South,Monument,Monument,United Daughters of the Confederacy,1931,,Live,,
Defense of Selma Memorial,No specific honoree,Selma,Dallas,AL,South,Monument,Monument,United Daughters of the Confederacy,1907,,Live,,
Edmund Pettus Bridge,Edmund Pettus,Selma,Dallas,AL,South,Bridge,Roads,Uknown,1940,,Live,,
Selma Navy Yard Memorial,No specific honoree,Selma,Dallas,AL,South,Monument,Monument,United Daughters of the Confederacy,1917,,Live,,
Fort Blakely Soldiers and Sailors Monument,No specific honoree,Spanish Fort,Baldwin,AL,South,Monument,Monument,United Daughters of the Confederacy,2010,,Live,,
Confederate Monument,No specific honoree,Troy,Pike,AL,South,Monument,Monument,United Daughters of the Confederacy; United Confederate Veterans,1908,,Live,,
Robert Lee Road,Robert E. Lee,Trussville,Jefferson,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Veterans Monument,No specific honoree,Tuscumbia,Colbert,AL,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Live,,
Confederate Soldier,No specific honoree,Hillsboro,Hill,TX,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,1925,,Live,,
Stonewall Jackson Camp 249,Thomas Jonathan Stonewall Jackson,Holliday,Archer,TX,South,Monument,Monument,Sons of Confederate Veterans,1999,,Live,,
Hemming Park,Charles C. Hemming,Jacksonville,Duval,FL,South,Park,Parks/Trails,Uknown,1899,,Live,,
Jeb Stuart Middle School,James Ewell Brown Jeb Stuart,Jacksonville,Duval,FL,South,School,Schools,Uknown,,,Live,,
Jefferson Davis Middle School,Jefferson Davis,Jacksonville,Duval,FL,South,School,Schools,Uknown,1961,,Live,,
Monument to Women of the Confederacy,No specific honoree,Jacksonville,Duval,FL,South,Monument,Monument,United Confederate Veterans,1915,,Live,,
Robert E. Lee High School,Robert E. Lee,Jacksonville,Duval,FL,South,School,Schools,Uknown,1928,,Live,,
Stonewall Jackson Elementary School,Thomas Jonathan Stonewall Jackson,Jacksonville,Duval,FL,South,School,Schools,Uknown,1965,,Live,,
Yellow Bluff Fort Monument,No specific honoree,Jacksonville,Duval,FL,South,Monument,Monument,United Daughters of the Confederacy,1950,,Live,,
Hendry County,Francis A. Hendry,LaBelle,Hendry,FL,South,County/Municipality,County/Municipality,Uknown,1923,,Live,,
Olustee Battle Monument,No specific honoree,Lake City,Columbia,FL,South,Monument,Monument,Uknown,,,Live,,
Beauregard Street,Pierre Gustave Toutant-Beauregard,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Bonham Road,Milledge Luke Bonham,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Bonham Street,Milledge Luke Bonham,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Bragg Street,Braxton Bragg,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Cheatam [sic] Street,Benjamin Franklin Frank Cheatham,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Cleburne Street,Patrick Cleburne,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Avenue,No specific honoree,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Memorial Day,No specific honoree,Columbia,Richland,SC,South,Holiday,Holiday,Uknown,2000,,Live,,
Davis Cr,Jefferson Davis,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Dearing Loop,James Dearing,Columbia,Richland,SC,South,Highway / Roadway,Roads,Uknown,,,Live,,
City of Granbury,Hiram Bronson Granbury,Granbury,Hood,TX,South,City,County/Municipality,Uknown,1887,,Live,,
H.B. Granbury Monument,Hiram Bronson Granbury,Granbury,Hood,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1913,,Live,,
Hood County,John Bell Hood,Granbury,Hood,TX,South,County/Municipality,County/Municipality,Uknown,1866,,Live,,
Robert E. Lee Elementary School,Robert E. Lee,Grand Prairie,Dallas,TX,South,School,Schools,Uknown,1948,,Live,,
Confederate Soldier,No specific honoree,Greenville,Hunt,TX,South,Monument,Monument,United Daughters of the Confederacy,1926,,Live,,
Stonewall Jackson Road,Thomas Jonathan Stonewall Jackson,Hamilton,Hamilton,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Surry,Surry,VA,South,Monument,Courthouse Grounds,Confederate Memorial Association of Surry County,1903,,Live,,
Confederate Monument,No specific honoree,Sussex,Sussex,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1912,,Live,,
Essex County Confederate Monument,No specific honoree,Tappahannock,Essex,VA,South,Monument,Courthouse Grounds,Uknown,1906,,Live,,
Confederate Monument,No specific honoree,Tazewell,Tazewell,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1903,,Live,,
Confederate Street,No specific honoree,Verona,Augusta,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
General Beauregard Drive,Pierre Gustave Toutant-Beauregard,Virginia Beach,Virginia Beach City,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
General Hill Drive,A.P. Hill,Virginia Beach,Virginia Beach City,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
General Jackson Drive,Thomas Jonathan Stonewall Jackson,Virginia Beach,Virginia Beach City,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
General Lee Drive,Robert E. Lee,Virginia Beach,Virginia Beach City,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stuart Elementary School,James Ewell Brown Jeb Stuart,Stuart,Patrick,VA,South,School,Schools,Uknown,1938,,Live,,
Confederate Monument,No specific honoree,Shreveport,Caddo,LA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1906,,Live,,
Lee Lane,Robert E. Lee,Smyrna,Rutherford,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Longstreet Drive,James Longstreet,Smyrna,Rutherford,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Lane,Robert E. Lee,Smyrna,Rutherford,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Sam Davis Drive,Sam Davis,Smyrna,Rutherford,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Sam Davis Road,Sam Davis,Smyrna,Rutherford,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Drive,Thomas Jonathan Stonewall Jackson,Smyrna,Rutherford,TN,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Spencer,Van Buren,TN,South,Monument,Courthouse Grounds,Van Buren County Historical Society,,,Live,,
Confederate Monument,No specific honoree,Springfield,Robertson,TN,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,2012,,Live,,
Confederate Monument,No specific honoree,Trenton,Gibson,TN,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1907,,Live,,
Confederate Monument,No specific honoree,Union City,Obion,TN,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Live,,
Confederate Soldiers Monument,No specific honoree,Currituck,Currituck,NC,South,Monument,Courthouse Grounds,United Confederate Veterans,1922,,Live,,
Terry's Texas Rangers Monument,No specific honoree,Austin,Travis,TX,South,Monument,Government Office Grounds,Surviving comrades,1907,,Live,,
Confederate Monument,No specific honoree,Bay City,Matagorda,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1913,,Live,,
Lieutenant General Richard Taylor Monument,Richard Taylor,Old Pleasant Hill,Sabine,LA,South,Monument,Monument,American Legion Auxiliary,1994,,Live,,
Red River Campaign,No specific honoree,Old Pleasant Hill,Sabine,LA,South,Monument,Monument,Uknown,1994,,Live,,
Confederate Monument,No specific honoree,Opelousas,St. Landry,LA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1920,,Live,,
Camp Beauregard,Pierre Gustave Toutant-Beauregard,Pineville,Rapides,LA,South,Military Base,Buildings,Uknown,1917,,Live,,
Jefferson Davis Drive,Jefferson Davis,Pineville,Rapides,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Memorial,No specific honoree,Plaquemine,Iberville,LA,South,Monument,Monument,United Daughters of the Confederacy,1912,,Live,,
Henry Watkins Allen Statue,Henry Watkins Allen,Port Allen,West Baton Rouge,LA,South,Monument,Courthouse Grounds,State of Louisiana,1962,,Live,,
Jeff Davis Avenue,Jefferson Davis,Rayne,Acadia,LA,South,Highway / Roadway,Roads,Uknown,,,Live,,
46th Confederate Veterans Reunion Monument,No specific honoree,Shreveport,Caddo,LA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1936,,Live,,
Chambliss Street,John Randolph Chambliss, Jr.,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,
Dearing Street,James Dearing,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Donelson Street,Daniel Smith Donelson,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Lee Highway,Robert E. Lee,Luray,Page,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Page County Confederate Monument,No specific honoree,Luray,Page,VA,South,Monument,Monument,United Confederate Veterans,1918,,Live,,
Confederate Soldier,No specific honoree,Douglas,Coffee,GA,South,Monument,Monument,United Daughters of the Confederacy,1911,,Live,,
Confederate War Memorial,No specific honoree,Douglasville,Douglas,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1914,,Live,,
Laurens County Confederate Monument,No specific honoree,Dublin,Laurens,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1912,,Live,,
Confederate Monument of Eastman,No specific honoree,Eastman,Dodge,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Live,,
Jefferson Davis Memorial Road,Jefferson Davis,Eastman,Dodge,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Eatonton Confederate Monument,No specific honoree,Eatonton,Putnam,GA,South,Monument,Monument,United Daughters of the Confederacy,1908,,Live,,
Elbert County Confederate Monument,No specific honoree,Elberton,Elbert,GA,South,Monument,Monument,Mrs. R.M. Heard and co-workers,1898,,Live,,
Schley County Confederate Monument,No specific honoree,Ellaville,Schley,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Live,,
First Confederate Flag Monument,No specific honoree,Fairburn,Fulton,GA,South,Monument,Monument,United Daughters of the Confederacy; Sons of Confederate Veterans,1937,,Live,,
Confederate Heroes Monument,No specific honoree,Fayetteville,Fayette,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1934,,Live,,
Lee High School,Robert E. Lee,Baytown,Harris,TX,South,School,Schools,Uknown,1928,,Live,,
Our Confederate Soldiers,No specific honoree,Beaumont,Jefferson,TX,South,Monument,Monument,United Confederate Veterans; citizens of Beaumont,1912,,Live,,
Lee College,Robert E. Lee,Baytown,Harris,TX,South,College,Schools,Uknown,1934,,Live,,
Confederate Soldiers Monument,No specific honoree,Columbia,Tyrrell,NC,South,Monument,Courthouse Grounds,Tyrrell Monument Association,1902,,Live,,
Confederate Soldiers Monument,No specific honoree,Concord,Cabarrus,NC,South,Monument,Monument,Ladies' Memorial Association of Concord,1892,,Live,,
Gaston County Confederate Soldier Monument,No specific honoree,Dallas,Gaston,NC,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,2003,,Live,,
Confederate Soldiers Monument,No specific honoree,Danbury,Stokes,NC,South,Monument,Courthouse Grounds,Stokes County Historical Society; Sons of Confederate Veterans,1990,,Live,,
Confederate Soldiers Monument,No specific honoree,Dobson,Surry,NC,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,2000,,Live,,
General Lee Avenue,Robert E. Lee,Dunn,Harnett,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Soldiers Monument,No specific honoree,Durham,Durham,NC,South,Monument,Courthouse Grounds,People of Durham County,1924,,Live,,
Robert E. Lee Dixie Highway Marker,Robert E. Lee,Fletcher,Henderson,NC,South,Monument,Monument,United Daughters of the Confederacy,1926,,Live,,
Forest City Confederate Monument,No specific honoree,Forest City,Rutherford,NC,South,Monument,Monument,United Daughters of the Confederacy,1932,,Live,,
Fort Bragg,Braxton Bragg,Fort Bragg,Cumberland, Hoke, Harnett,NC,South,Military Base,Buildings,Uknown,1918,,Live
Confederate Soldiers Memorial,No specific honoree,Franklin,Macon,NC,South,Monument,Monument,Uknown,1909,,Live,,
Confederate Soldiers Monument,No specific honoree,Gastonia,Gaston,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy; Children of the Confederacy,1912,,Live,,
Confederate Soldiers Monument,No specific honoree,Gatesville,Gates,NC,South,Monument,Monument,Confederate Monument Association,1915,,Live,,
Confederate Soldiers Monument,No specific honoree,Graham,Alamance,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1914,,Live,,
Army of Tennessee Monument,No specific honoree,Greensboro,Guilford,NC,South,Monument,Monument,Sons of Confederate Veterans,1985,,Live,,
Confederate Soldiers Monument,No specific honoree,Greensboro,Guilford,NC,South,Monument,Monument,Sons of Confederate Veterans,1986,,Live,,
Stonewall Jackson Youth Development Center,Thomas Jonathan Stonewall Jackson,Concord,Cabarrus,NC,South,Building,Buildings,Uknown,1909,,Live,,
Wheeler Dam,Joseph Wheeler,Decatur,Limestone,AL,South,Body of Water,Parks/Trails,Uknown,1936,,Live,,
Breastworks Confederate Memorial,No specific honoree,Demopolis,Marengo,AL,South,Monument,Monument,United Daughters of the Confederacy,1941,,Live,,
Confederate Monument,No specific honoree,Abingdon,Washington,VA,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,1907,,Live,,
Appomattox Confederate Statue,No specific honoree,Alexandria,Alexandria City,VA,South,Monument,Monument,United Confederate Veterans,1889,,Live,,
Beauregard Street,Pierre Gustave Toutant-Beauregard,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Bragg Street,Braxton Bragg,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Braxton Place,Braxton Bragg,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Breckinridge Place,John C. Breckinridge,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Park Monument,No specific honoree,Crestview,Okaloosa,FL,South,Monument,Monument,Crestview Lions Club,1958,,Live,,
Pasco County,Samuel Pasco,Dade City,Pasco,FL,South,County/Municipality,County/Municipality,Uknown,1887,,Live,,
Confederate Veterans,No specific honoree,Daytona Beach,Volusia,FL,South,Monument,Monument,Sons of Confederate Veterans,1979,,Live,,
Walton County Confederate Monument,No specific honoree,Defuniak Springs,Walton,FL,South,Monument,Courthouse Grounds,Ladies Memorial Association of Walton County,1871,,Live,,
Walton County Flag,No specific honoree,Defuniak Springs,Walton,FL,South,Flag,Courthouse Grounds,Ladies Memorial Association of Walton County,1871,,Live,,
Jefferson Davis Highway Marker,Jefferson Davis,Wrightsville,Johnson,GA,South,Monument,Courthouse Grounds,Uknown,,,Live,,
Johnson County Confederate Monument,No specific honoree,Wrightsville,Johnson,GA,South,Monument,Courthouse Grounds,Sons of Confederate Veterans,1941,,Live,,
General Lee Road,Robert E. Lee,Warner Robins,Houston,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Warren County Confederate Monument,No specific honoree,Warrenton,Warren,GA,South,Monument,Courthouse Grounds,The Matron's Club,1904,,Live,,
Robert Toombs Avenue,Robert Toombs,Washington,Wilkes,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
The Dissolution of the Confederate Government,No specific honoree,Washington,Wilkes,GA,South,Monument,Monument,United Daughters of the Confederacy,1938,,Live,,
Confederate Way,No specific honoree,Waycross,Ware,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jeb Stuart Drive,James Ewell Brown Jeb Stuart,Waycross,Ware,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Jackson Place,Thomas Jonathan Stonewall Jackson,Waycross,Ware,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Ware County Confederate Monument,No specific honoree,Waycross,Ware,GA,South,Monument,Monument,United Daughters of the Confederacy,1910,,Live,,
Confederate Monument,No specific honoree,Lynchburg,Lynchburg City,VA,South,Monument,Monument,United Daughters of the Confederacy,1899,,Live,,
Early Street,Jubal Anderson Early,Lynchburg,Lynchburg City,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jubal Early Monument,Jubal Anderson Early,Lynchburg,Lynchburg City,VA,South,Monument,Monument,Uknown,1919,,Live,,
Confederate Veterans Monument,No specific honoree,Madison,Madison,VA,South,Monument,Courthouse Grounds,United Confederate Veterans,1901,,Live,,
Cobb's Battery Monument,No specific honoree,Kuttawa,Lyon,KY,Border,Monument,Monument,United Daughters of the Confederacy,1931,,Live,,
Confederate Monument,No specific honoree,Lawrenceburg,Anderson,KY,Border,Monument,Courthouse Grounds,Kentucky Women's Monumental Association,1894,,Live,,
Confederate Monument,No specific honoree,Demopolis,Marengo,AL,South,Monument,Monument,United Daughters of the Confederacy,1910,,Live,,
Confederate Park,No specific honoree,Demopolis,Marengo,AL,South,Park,Parks/Trails,United Daughters of the Confederacy,1923,,Live,,
Confederate Monument,No specific honoree,Eufaula,Barbour,AL,South,Monument,Monument,United Daughters of the Confederacy,1904,,Live,,
Jeff Davis Street,Jefferson Davis,Fairhope,Baldwin,AL,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Fayette,Fayette,AL,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1929,,Live,,
Confederate Monument,No specific honoree,Florence,Lauderdale,AL,South,Monument,Courthouse Grounds,Ladies Memorial Association,1903,,Live,,
McFarland Park and Recreation Area,Robert McFarland,Florence,Lauderdale,AL,South,Park,Parks/Trails,Uknown,,,Live,,
Confederate Monument,No specific honoree,Fort Payne,DeKalb,AL,South,Monument,Monument,Sons and Daughters of Confederate Soldiers,1913,,Live,,
Mosby Street,John Singleton Mosby,Manassas,Manassas City,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Jackson High School,Thomas Jonathan Stonewall Jackson,Manassas,Manassas City,VA,South,School,Schools,Uknown,1962,,Live,,
Lee Avenue,Robert E. Lee,Manassas,Manassas City,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Zebulon Baird Vance Statue,Zebulon Baird Vance,Washington,Washington,DC,North,Monument,,State of North Carolina,1916,,Live,,
Delaware Confederate monument,No specific honoree,Georgetown,Sussex,DE,Border,Monument,Monument,Sons of Confederate Veterans,2007,,Live,,
Wade Hampton Statue,Wade Hampton,Washington,Washington,DC,North,Monument,,State of South Carolina,1929,,Live,,
Confederate Soldier,No specific honoree,Brooksville,Hernando,FL,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1916,,Live,,
Jefferson Davis Drive,Jefferson Davis,Madisonville,Hopkins,KY,Border,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Memorial,No specific honoree,Mayfield,Graves,KY,Border,Monument,Monument,United Daughters of the Confederacy,1917,,Live,,
Jeff Davis Road,Jefferson Davis,Mayfield,Graves,KY,Border,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Murray,Calloway,KY,Border,Monument,Courthouse Grounds,United Daughters of the Confederacy,1917,,Live,,
General Felix K. Zollicoffer Monument,Felix K. Zollicoffer,Nancy,Pulaski,KY,Border,Monument,Monument,Bennet H. Young,1910,,Live,,
